path,h1,h2,h3,nframes,fps,size,hash_bits,n_hashes,valid
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 3/N884A6_ch3_main_20240929220000_20240929223000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.994000399973334,949463616,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 3/N884A6_ch3_main_20240929223000_20240929230000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.994139442385997,949498733,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 3/N884A6_ch3_main_20240929230000_20240929233000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.9931644641051,949257160,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 3/N884A6_ch3_main_20240929233000_20240930000000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.988394433770532,949496885,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 3/N884A6_ch3_main_20240930000000_20240930003000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.993557130479216,949473547,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 3/N884A6_ch3_main_20240930003000_20240930010000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993583939294622,949503242,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 3/N884A6_ch3_main_20240930010000_20240930013000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26980,14.993220263631716,949299890,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 3/N884A6_ch3_main_20240930013000_20240930020000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993445609669392,949491278,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 3/N884A6_ch3_main_20240930020000_20240930023000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.992890152861714,949490481,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 3/N884A6_ch3_main_20240930023000_20240930030000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.988027578237416,949946294,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 3/N884A6_ch3_main_20240930030000_20240930033000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.99252956238232,949428799,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 3/N884A6_ch3_main_20240930033000_20240930040000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993722989412404,949472655,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 3/N884A6_ch3_main_20240930040000_20240930043000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.99414009342524,949483512,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 3/N884A6_ch3_main_20240930043000_20240930050000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26976,14.993997065231891,949332419,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929043000_20240929050001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27060,14.99326798942825,952177124,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929050001_20240929053001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.993584652043747,950356244,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929053001_20240929060001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.987583954135626,949015146,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929060001_20240929063001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26990,14.99277858015776,949106154,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929063001_20240929070001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.993806966191034,949326479,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929070001_20240929073001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.994083694885312,949171136,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929073001_20240929080001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.994081064408023,949309026,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929080001_20240929083001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.994028607137896,949294204,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929083001_20240929090001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.988229284651432,949410931,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929090001_20240929093001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26990,14.993195011526817,949256587,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929093001_20240929100001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26977,14.993802835688998,949277126,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929100001_20240929103001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.993723686695327,949348647,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929103001_20240929110001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993167501749786,949363430,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929110001_20240929113001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.99330655957162,949505598,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929113001_20240929120001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26976,14.98799893323851,948986049,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929120001_20240929123001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26996,14.99211409023258,949979600,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929123001_20240929130001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993112488613388,949344022,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929130001_20240929133001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993528892246337,949292784,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929133001_20240929140001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.993441966965298,949284388,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929140001_20240929143001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993722989412404,949482720,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929143001_20240929150001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.9888105907897,949388182,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929150001_20240929153001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26975,14.992524579959206,949109482,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929153001_20240929160001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26996,14.993862713624775,949357307,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929160001_20240929163001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26990,14.9935281732783,949357380,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929163001_20240929170001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.994084352139351,949344971,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929170001_20240929173001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.993247786774551,949344471,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929173001_20240929180001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.987423025026237,949210684,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929180001_20240929183001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.992806874295267,949582366,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929183001_20240929190001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993445609669392,949304121,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929190001_20240929193001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26980,14.993886851172611,949414909,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929193001_20240929200001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993667229579591,949499780,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929200001_20240929203001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.993806966191034,949473803,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929203001_20240929210001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.988588215041345,949481405,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929210001_20240929213001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.992692049060526,949297235,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929213001_20240929220001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993167501749786,949438219,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929220001_20240929223001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.992751892561389,949497440,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929223001_20240929230002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993722989412404,949415368,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929230002_20240929233001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26978,14.993441966965298,949252557,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240929233001_20240930000000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26970,14.988829237387042,948487631,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240930000000_20240930003001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27016,14.992979671570724,951123039,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240930003001_20240930010001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993389843689243,949465179,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240930010001_20240930013001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26976,14.993247036199222,949316862,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240930013001_20240930020001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993389843689243,949441128,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240930020001_20240930023001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.992973432353317,949400194,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240930023001_20240930030001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.989249343015407,949313754,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240930030001_20240930033001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.991919225578568,949517378,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240930033001_20240930040001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993722989412404,949400470,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240930040001_20240930043001.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993806278156438,950795360,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 5/N884A6_ch5_main_20240930043001_20240930050000.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26962,14.993382491964455,948425034,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929043000_20240929050002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,27076,14.9929952212458,952548596,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929050002_20240929053002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.993584652043747,949492486,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929053002_20240929060002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26976,14.989331436699858,949203987,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929060002_20240929063002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.992140679067546,949359780,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929063002_20240929070002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.99339057796341,949519482,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929070002_20240929073002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993250787408137,949241030,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929073002_20240929080002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.993247786774551,949301405,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929080002_20240929083002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993806278156438,949254455,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929083002_20240929090002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.988283896187546,949350440,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929090002_20240929093002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993556414700262,949412751,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929093002_20240929100002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26979,14.994081064408023,949243281,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929100002_20240929103002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993806278156438,949452691,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929103002_20240929110002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993528892246337,949441978,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929110002_20240929113002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.99386203180634,949506521,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929113002_20240929120002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26977,14.988804373795013,949280810,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929120002_20240929123002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.992807673296197,949360197,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929123002_20240929130002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.99386203180634,949516249,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929130002_20240929133002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993167501749786,949444684,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929133002_20240929140002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26977,14.992886201453883,949341722,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929140002_20240929143002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.993945319009477,949421800,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929143002_20240929150002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26997,14.98925650578261,949548863,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929150002_20240929153002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26976,14.991497260228297,949296522,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929153002_20240929160002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.993583939294622,949428325,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929160002_20240929163002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.993584652043747,949518593,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929163002_20240929170002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26995,14.993723686695327,949470197,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929170002_20240929173002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26976,14.994080406423176,949304181,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929173002_20240929180002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.98858948233452,949250184,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929180002_20240929183002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.992029947403209,949519200,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929183002_20240929190002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26992,14.993722989412404,949509153,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929190002_20240929193002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26977,14.992886201453883,949372194,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929193002_20240929200002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26993,14.99386203180634,949556662,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929200002_20240929203002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26994,14.992751892561389,949453693,256,3,True
/lustre/isaac24/scratch/eopoku2/downey_cross_sucking_videos_2024/2 weeks post-grouping (not annotated)/Group 4 Week 2/Cam 8/N884A6_ch8_main_20240929203002_20240929210002.mp4,-9223372036854775808,-9223372036854775808,-9223372036854775808,26991,14.988005597387886,950176181,256,3,True
